Запуск парсера shop.blkx...
Порог для определения премиумных колонок: 50.0%
        ОТЛАДКА: get_group_items добавлен tu-2 с order=0
        ОТЛАДКА: get_group_items добавлен tu-2_postwar с order=1
        ОТЛАДКА: get_group_items добавлен tu-2_postwar_late с order=2
        ОТЛАДКА: get_group_items добавлен mig_27m с order=0
        ОТЛАДКА: get_group_items добавлен mig_27k с order=1
        ОТЛАДКА: get_group_items добавлен ussr_cruiser_chapayev с order=0
        ОТЛАДКА: get_group_items добавлен ussr_cruiser_sverdlov с order=1
        ОТЛАДКА: get_group_items добавлен ussr_cruiser_mikhail_kutuzov с order=2
        ОТЛАДКА: get_group_items добавлен uk_crusader_mk_2 с order=0
        ОТЛАДКА: get_group_items добавлен uk_crusader_mk_3 с order=1
        ОТЛАДКА: get_group_items добавлен uk_a27m_cromwell_5 с order=0
        ОТЛАДКА: get_group_items добавлен uk_a27m_cromwell_1 с order=1
        ОТЛАДКА: get_group_items добавлен uk_a30_challenger с order=0
        ОТЛАДКА: get_group_items добавлен uk_a_34_comet с order=1
        ОТЛАДКА: get_group_items добавлен uk_fv221_caernarvon с order=0
        ОТЛАДКА: get_group_items добавлен uk_conqueror_mk_2 с order=1
        ОТЛАДКА: get_group_items добавлен uk_chieftain_mk_3 с order=0
        ОТЛАДКА: get_group_items добавлен uk_chieftain_mk_5 с order=1
        ОТЛАДКА: get_group_items добавлен uk_challenger_1 с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_mk_3 с order=1
        ОТЛАДКА: get_group_items добавлен uk_challenger_II с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_dorchester с order=1
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_tes с order=2
        ОТЛАДКА: get_group_items добавлен uk_challenger_2_bn с order=0
        ОТЛАДКА: get_group_items добавлен uk_challenger_2e с order=1
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_1 с order=0
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_11 с order=1
        ОТЛАДКА: get_group_items добавлен uk_valentine_mk_9 с order=2
        ОТЛАДКА: get_group_items добавлен uk_a_22b_mk_3_churchill_1942 с order=0
        ОТЛАДКА: get_group_items добавлен uk_churchill_na75 с order=1
        ОТЛАДКА: get_group_items добавлен uk_a39_tortoise с order=0
        ОТЛАДКА: get_group_items добавлен uk_fv4004_conway с order=1
        ОТЛАДКА: get_group_items добавлен uk_fv510_isv с order=0
        ОТЛАДКА: get_group_items добавлен uk_ratel_zt3 с order=1
        ОТЛАДКА: get_group_items добавлен uk_ystervark_spaa с order=0
        ОТЛАДКА: get_group_items добавлен uk_crusader_aa_mk_2 с order=1
        ОТЛАДКА: get_group_items добавлен uk_chieftain_marksman с order=0
        ОТЛАДКА: get_group_items добавлен uk_rooikat_za_35 с order=1
        ОТЛАДКА: get_group_items добавлен uk_stormer_air_defence с order=0
        ОТЛАДКА: get_group_items добавлен uk_stormer_hvm с order=1
        ОТЛАДКА: get_group_items добавлен uk_9a33bm2 с order=0
        ОТЛАДКА: get_group_items добавлен uk_9a35_m с order=1
        ОТЛАДКА: get_group_items добавлен uk_ratel_90 с order=0
        ОТЛАДКА: get_group_items добавлен uk_ratel_20 с order=1
        ОТЛАДКА: get_group_items добавлен uk_g6_spg с order=0
        ОТЛАДКА: get_group_items добавлен uk_eland_90_mk_7 с order=1
        ОТЛАДКА: get_group_items добавлен uk_fv107_scimitar с order=0
        ОТЛАДКА: get_group_items добавлен uk_fv721_fox с order=1
        ОТЛАДКА: get_group_items добавлен uk_rooikat_76 с order=0
        ОТЛАДКА: get_group_items добавлен uk_olifant_mk_1a с order=1
        ОТЛАДКА: Элемент группы futureReqAir имеет тип <class 'str'>: uk_badger
        ОТЛАДКА: get_group_items добавлен futureReqAir с order=0
        ОТЛАДКА: get_group_items добавлен uk_rooikat_mttd с order=1
        ОТЛАДКА: get_group_items добавлен uk_olifant_mk_2 с order=2
        ОТЛАДКА: get_group_items добавлен uk_sherman_vc_firefly_kit_3rank с order=0
        ОТЛАДКА: get_group_items добавлен uk_a30_sp_avenger_kit_3rank с order=1
        ОТЛАДКА: get_group_items добавлен uk_crusader_aa_mk_2_kit_3rank с order=2
        ОТЛАДКА: get_group_items добавлен uk_garford_putilov_event с order=0
        ОТЛАДКА: get_group_items добавлен uk_saint_chamond_event с order=1
        ОТЛАДКА: get_group_items добавлен uk_mark_v_event с order=2
        ОТЛАДКА: get_group_items добавлен fury_mk1 с order=0
        ОТЛАДКА: get_group_items добавлен fury_mk2 с order=1
        ОТЛАДКА: get_group_items добавлен hurricanemkii с order=0
        ОТЛАДКА: get_group_items добавлен hurricane_mk1 с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_mk1 с order=0
        ОТЛАДКА: get_group_items добавлен spitfiremkiia с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_mk5b с order=0
        ОТЛАДКА: get_group_items добавлен spitfire_mk5b_notrop с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_ix_early с order=0
        ОТЛАДКА: get_group_items добавлен spitfire_xvi с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_mk5c с order=0
        ОТЛАДКА: get_group_items добавлен spitfire_mk5c_notrop с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_mk14e с order=0
        ОТЛАДКА: get_group_items добавлен spitfire_mk18e с order=1
        ОТЛАДКА: get_group_items добавлен spitfire_ix с order=2
        ОТЛАДКА: get_group_items добавлен spitfire_f22 с order=0
        ОТЛАДКА: get_group_items добавлен spitfire_f24 с order=1
        ОТЛАДКА: get_group_items добавлен meteor_fmk3 с order=0
        ОТЛАДКА: get_group_items добавлен meteor_fmk3_navy с order=1
        ОТЛАДКА: get_group_items добавлен meteor_fmk4_lw с order=0
        ОТЛАДКА: get_group_items добавлен meteor_fmk4_sw с order=1
        ОТЛАДКА: get_group_items добавлен meteor_fmk8 с order=2
        ОТЛАДКА: get_group_items добавлен firefly_mk1 с order=0
        ОТЛАДКА: get_group_items добавлен firefly_mk5 с order=1
        ОТЛАДКА: get_group_items добавлен seafire_mk17 с order=0
        ОТЛАДКА: get_group_items добавлен seafire_fr47 с order=1
        ОТЛАДКА: get_group_items добавлен sea_hawk_fga6 с order=0
        ОТЛАДКА: get_group_items добавлен sea_venom_faw20 с order=1
        ОТЛАДКА: get_group_items добавлен blenheim_mkiv с order=0
        ОТЛАДКА: get_group_items добавлен beaufort_mkviii с order=1
        ОТЛАДКА: get_group_items добавлен beaufighter_mk6c с order=0
        ОТЛАДКА: get_group_items добавлен beaufighter_mkx с order=1
        ОТЛАДКА: get_group_items добавлен beaufighter_mk21 с order=2
        ОТЛАДКА: get_group_items добавлен mosquito_fb_mk6 с order=0
        ОТЛАДКА: get_group_items добавлен mosquito_fb_mk18 с order=1
        ОТЛАДКА: get_group_items добавлен brigand_b1 с order=0
        ОТЛАДКА: get_group_items добавлен whirlwind_mk1 с order=1
        ОТЛАДКА: get_group_items добавлен hp52_hampden_mk1_late с order=0
        ОТЛАДКА: get_group_items добавлен hp52_hampden_tbmk1 с order=1
        ОТЛАДКА: get_group_items добавлен sunderland_mk3a с order=0
        ОТЛАДКА: get_group_items добавлен sunderland_mk5 с order=1
        ОТЛАДКА: get_group_items добавлен wellington_mk1c с order=0
        ОТЛАДКА: get_group_items добавлен wellington_mk1c_late с order=1
        ОТЛАДКА: get_group_items добавлен wellington_mk3 с order=0
        ОТЛАДКА: get_group_items добавлен wellington_mk10 с order=1
        ОТЛАДКА: get_group_items добавлен stirling_mk1 с order=0
        ОТЛАДКА: get_group_items добавлен stirling_mk3 с order=1
        ОТЛАДКА: get_group_items добавлен lancaster_mk1 с order=0
        ОТЛАДКА: get_group_items добавлен lancaster_mk3 с order=1
        ОТЛАДКА: get_group_items добавлен lincoln_b2 с order=0
        ОТЛАДКА: get_group_items добавлен shackleton_mr_mk_2 с order=1
        ОТЛАДКА: get_group_items добавлен canberra_bmk2 с order=0
        ОТЛАДКА: get_group_items добавлен canberra_bimk6 с order=1
        ОТЛАДКА: get_group_items добавлен uk_destroyer_battle_2series с order=0
        ОТЛАДКА: get_group_items добавлен uk_destroyer_battle_tobruk с order=1
        ОТЛАДКА: get_group_items добавлен uk_destroyer_daring_class_diana с order=0
        ОТЛАДКА: get_group_items добавлен uk_destroyer_daring_class_daring с order=1
        ОТЛАДКА: get_group_items добавлен uk_cruiser_kent с order=0
        ОТЛАДКА: get_group_items добавлен uk_cruiser_norfolk с order=1
        ОТЛАДКА: get_group_items добавлен uk_cruiser_london с order=2
        ОТЛАДКА: Элемент группы futureReqAir имеет тип <class 'str'>: uk_71ft_mtb460
        ОТЛАДКА: get_group_items добавлен futureReqAir с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_60_sprg с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_60_atm с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_87_rcv с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_89 с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_4_chi_to с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_4_chi_to_late с order=1
        ОТЛАДКА: get_group_items добавлен jp_st_a1 с order=0
        ОТЛАДКА: get_group_items добавлен jp_st_a2 с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_61 с order=0
        ОТЛАДКА: get_group_items добавлен jp_st_a3 с order=1
        ОТЛАДКА: get_group_items добавлен jp_st_b1 с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_74_c с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_74 с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_74_f с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_90 с order=0
        ОТЛАДКА: get_group_items добавлен jp_type_90b с order=1
        ОТЛАДКА: get_group_items добавлен jp_type_10 с order=0
        ОТЛАДКА: get_group_items добавлен jp_tkx_prot с order=1
